Name,Year,Duration,Genre,Rating,Votes,Director,Actor 1,Actor 2,Actor 3,Predicted Rating
Mitti Aur Chand,2004.0,61.0,Drama,,,Abhishek Gosh,Navin Kankate,Rajit Kapoor,Ananya Khare,5.376500000000001
Mitti Ka Dev,1968.0,134.0,Drama,,,Sanjeev Kumar,Anjana Mumtaz,Nirupa Roy,Unknown,6.135416666666662
Mitti Ka Putla,1937.0,134.0,Unknown,,,Jayant Desai,Madhuri,Unknown,Unknown,4.254966666666666
Mitti Ke Khiloune,1948.0,134.0,Musical,,,Ram Avtar,Karan Dewan,Dulari,Nirupa Roy,6.684088095238087
Mitti Mein Sona,1960.0,134.0,"Drama, Family",,,Jugal Kishore,Pradeep Kumar,Sabita Chatterjee,Agha,5.610674297924296
Miya Bibi Aur Woh?,1997.0,134.0,Thriller,,,Araya,Gomes,Sivaji,Unknown,5.784999999999999
Miya Bibi Razi,1960.0,134.0,"Drama, Romance",,,Jyoti Swaroop,Mehmood,Seema Deo,Kamini Kadam,6.301547835497834
Miyaa Biwi,1936.0,134.0,Family,,,John Hunt,Unknown,Unknown,Unknown,3.6640666666666717
MLA,2012.0,134.0,Drama,,,Shiv Dube,Unknown,Unknown,Unknown,5.770280952380952
MOD The Turning Point,2019.0,134.0,Drama,,,Arpan Roychowdhury,Jas Arora,Sanjay Gurbaxani,Kapil Jhamb,5.303352994227995
Model: The Beauty,2005.0,134.0,Drama,,,Suman Agarwal,Anjali Arora,Shakti Kapoor,Razak Khan,4.756420238095234
Modern Youth,1937.0,134.0,Unknown,,,C.N. Lala,Benjamin,Hansa Wadkar,Navin Yagnik,5.5762333333333345
Modh,2009.0,134.0,Drama,,,Rahul Kapoor,Akash,Baljit,Beneka,5.976445238095239
Modi Kaka Ka Gaon,2017.0,134.0,Drama,,,Tushar Amrish Goel,Zeba Hussain,Zeba Anjum Kausar,Chandramani Mishra,4.584766666666667
Modi karma and me,2019.0,134.0,Drama,,,Ashok Kohli,Navi Bhangu,Unknown,Unknown,5.0068226190476235
Modiji ki beti,1997.0,104.0,Comedy,,,Eddy Singh,Tarun Khanna,Pitobash,Vikram Kochhar,4.856333333333331
MoGill,1997.0,134.0,Biography,,,Undecided,Sharib Hashmi,Unknown,Unknown,5.677999999999998
Moh,1997.0,134.0,Thriller,,,Rajesh Rathi,Nikita Soni,Alisha Farrer,Kirti Adarkar,5.201999999999998
Mohabbat,1943.0,122.0,Unknown,,,Phani Majumdar,Shanta Apte,Sunalini Devi,Manorama,6.532666666666667
Mohabbat Aur Jung,1967.0,134.0,"Action, Romance",,,S. Azim,Randhawa,Helen,Mohan Sherry,6.539785714285715
Mohabbat Aur Nafrat,1982.0,134.0,Romance,,,Unknown,Unknown,Unknown,Unknown,5.624333333333328
Mohabbat Ka Masihaa,1984.0,134.0,Romance,,,Mohd. Maroof,Vijayendra Ghatge,Shakti Kapoor,Kader Khan,6.6145999999999985
Mohabbat Ka Nasha,1991.0,134.0,Thriller,,,Unknown,Unknown,Unknown,Unknown,5.9311428571428575
Mohabbat Ki Aag,1984.0,134.0,Unknown,,,Unknown,Unknown,Unknown,Unknown,5.557749999999998
Mohabbat Ki Jeet,1960.0,134.0,Unknown,,,Ranga B.S.,Cuckoo,Showkar Janaki,Sulochana Latkar,6.352866666666668
Mohabbat Ki Jeet,1943.0,134.0,Unknown,,,Navinchandra,Unknown,Unknown,Unknown,5.074666666666662
Mohabbat Ki Koi Dawa Nahin,1978.0,134.0,Romance,,,Unknown,Unknown,Unknown,Unknown,5.788433333333327
Mohabbat Zindabad,1962.0,134.0,Romance,,,Vallabh Choksi,Deep Kumar,Naazi,Ulhas,6.36895238095238
Mohabbat Zindagi Hai,1995.0,134.0,Romance,,,Unknown,Unknown,Unknown,Unknown,6.014000000000002
Mohabbaton Ka Safar,1995.0,134.0,Romance,,,Salahuddin Parvez,Aruna Irani,Imran Khan,Mehmood,4.176916666666667
Mohai Jungle,2019.0,119.0,Thriller,,,Sandeep Sushil Sinha,Gaurav,Javed,Lalit,4.569333333333334
Mohar,1959.0,134.0,"Drama, Family",,,Paidi Jairaj,Geeta Bali,Shammi Kapoor,Master Bhagwan,5.992982234432234
Mohini,1957.0,134.0,"Drama, Fantasy",,,Raman B. Desai,Nirupa Roy,Shahu Modak,Shakila,6.606141272616274
Mohini,1947.0,134.0,Unknown,,,Mahindra Gill,Chand,Mahapatra,Nazar,6.951050000000002
Mohini,1940.0,134.0,Unknown,,,Madhukar Bavdekar,Annasaheb Rajopadhye,Master Vithal,Unknown,6.38908333333334
Mohini Bhasmasur,1913.0,134.0,Unknown,,,Dhundiraj Govind Phalke,Kamlabai Gokhale,Durgabai,Unknown,5.008973809523807
Mohor,1990.0,134.0,Documentary,,,Goutam Ghose,Unknown,Unknown,Unknown,6.499000000000003
Mom's Coming,2022.0,134.0,"Horror, Musical, Thriller",,,Rishiking,Zoya Afroz,Sahil Mishra,Byom,3.9596666666666662
Mona Lisa,2000.0,134.0,Thriller,,,Rishabha,Sumesh,Unknown,Unknown,4.547000000000002
Monalisa,2002.0,134.0,Musical,,,Unknown,Unknown,Unknown,Unknown,6.420999999999992
Money Devo Bhava,1997.0,134.0,Drama,,,Anand Sivakumaran,Nina Sarkar,Amol Parashar,Nakul Sachdeva,5.157533333333331
Monkey Business,2020.0,134.0,Adventure,,,Anil Gajraj,Unknown,Unknown,Unknown,6.661999999999998
Monographs,2020.0,152.0,Unknown,,,Kush Badhwar,Maja Korbecka,Raya Martin,Arnont Nongyao,4.146666666666667
Monophobia,2012.0,63.0,Drama,,,Ashwini Malik,Ashwini Malik,Unknown,Unknown,5.6439999999999975
Monopoly the Game of Money,2012.0,134.0,Thriller,,,Nilesh Malhotra,Zeenat Aman,Nikita Anand,Rajat Bedi,3.744142460317461
Montu Ki Paltan,2020.0,100.0,Drama,,,Vikrant More,Pankaj Berry,K.K. Goswami,Gulshan Pandey,6.6370999999999984
Moon On the Man,2020.0,134.0,"Documentary, Drama",,,Prince Shah,Guru Dutt,Ian Fleming,Khyati Gandhi,4.190833333333334
Moonlight: Unfortunately a Love Story,2006.0,134.0,Comedy,,$5.16M,Raman Bharadwaj,Kim Sharma,Shekhar Suman,Perizaad Zorabian,4.688656709956706
Moorti,1945.0,134.0,Unknown,,,Chaturbhuj Doshi,Khurshid Begum,Motilal,Padma Banerji,5.577797619047619
Mooso-the Mouse,1997.0,89.0,"Drama, Western",,,Deepankar Prakash,Yashpal Sharma,Brijendra Kala,Rajendra Gupta,5.72
Mora Balma Chhail Chhabila,2011.0,134.0,Family,,,Mukesh Kumar,Vinay Anand,Rani Chatterjee,Diveyaa Dwivedi,4.15817142857143
Mordhwaj,1952.0,134.0,Unknown,,,Balwant Bhatt,Prem Adib,Raj Adib,Sashi Kapoor,6.235866666666667
Morjim,2021.0,118.0,"Crime, Mystery, Thriller",,,Faizan Kareem,Dipannita Sharma,Sharat Saxena,Manjot Singh,4.2361666666666675
Most Wanted,2015.0,61.0,Animation,,,Arpan Sarkar,Unknown,Unknown,Unknown,5.0205000000000055
Motherhood: The Journey of Mata Sahib Kaur,1997.0,134.0,Animation,,,Karandeep Singh,Unknown,Unknown,Unknown,6.010999999999997
Mothron Ki Basti Mein Karna Kunti Samvaad,1993.0,134.0,Drama,,,Unknown,Unknown,Unknown,Unknown,6.339028571428572
Moti Ka Haar,1937.0,134.0,Unknown,,,Jaddanbai,Anjum Husaini,Mehtab,Nargis,6.367000000000002
Moti Mahal,1952.0,134.0,"Comedy, Drama, Fantasy",,,Ravindra Dave,Ajit,Suraiya,Jeevan,5.827973809523809
Moti Veerana Chowk,1987.0,151.0,Drama,,,Abbas Alibhai Burmawalla,Mastan Alibhai Burmawalla,Unknown,Unknown,6.040666666666666
Motorwali,1942.0,134.0,Unknown,,,Radha,Unknown,Unknown,Unknown,5.206666666666664
Mounie,1995.0,134.0,Comedy,,,Nitin Auditcha,Dev Burman,Vikram Chanpura,Girish Patel,4.579016666666666
Mr Black Mr White,2019.0,134.0,Comedy,,,Vinay Pathak,Rajpal Yadav,Unknown,Unknown,6.123333333333334
Mr Fraud,2012.0,134.0,Thriller,,,Abbas Alibhai Burmawalla,Mastan Alibhai Burmawalla,Bipasha Basu,Ajay Devgn,3.852397799422798
Mr Hindustani,2004.0,134.0,Action,,,Sayaji Shinde,Vijayakanth,Unknown,Unknown,5.951028571428573
Mr Lele,1997.0,134.0,Comedy,,,Shashank Khaitan,Asif Basra,Kiara Advani,Bhumi Pednekar,5.782733333333331
Mr. 420,1937.0,134.0,Unknown,,,Sorabji Kerawala,Anwari,Indubala,Sorabji Kerawala,5.668500000000002
Mr. and Mrs. Bombay,1936.0,134.0,Unknown,,,Nanubhai Vakil,Chanda Bai,Hadi,Jal Merchant,5.2454000000000045
Mr. Chakram,1956.0,134.0,Unknown,,,Shanti Prakash Bakshi,Unknown,Unknown,Unknown,6.3670000000000035
Mr. Jhatpat,1943.0,134.0,Unknown,,,Radha,Unknown,Unknown,Unknown,5.074666666666662
Mr. John,1959.0,134.0,"Comedy, Crime",,,Inder,Helen,Iftekhar,Lalita Pawar,6.312713095238099
Mr. Lambu,1956.0,134.0,Action,,,Nisar Ahmad Ansari,Sheikh Mukhtar,Suraiya,Nisar Ahmad Ansari,5.758483333333341
Mr. Lieutenant Radio,2014.0,52.0,"Drama, War",,,Akash Sagar Chopra,Anmol Karnik,Ashok Mishra,Akash Sagar Chopra,6.1549999999999985
Mr. Majnu,1997.0,134.0,Romance,,,Unknown,Unknown,Unknown,Unknown,5.924000000000004
Mr. Murder,1969.0,134.0,Unknown,,,Nisar Ahmad Ansari,Nisar Ahmad Ansari,Nakhi Jahan,Rajan Kapoor,6.435666666666663
Mr. Paanwala,2019.0,134.0,Comedy,,,Vijay Bhola,Surendra Namdeo,Yashpal Sharma,Mita Vashisht,4.325666666666667
Mr. Q,1958.0,134.0,"Action, Adventure",,,Kalpataru,Amarnath,Master Bhagwan,Nazir Kashmiri,5.671197008547012
Mr. Qartoon M. A.,1958.0,134.0,Comedy,,,Shyama,Johnny Walker,Mehmood,Kumkum,6.582924999999996
Mr. Rangeela,2002.0,134.0,Action,,,Gayatri Jayaraman,Shrikanth,Sneha,Unknown,5.819142857142855
Mr. Toofan,1963.0,134.0,Action,,,Kamran,Krishna Kumari,Pahalwan,Unknown,5.672499999999998
Mr. X,1938.0,134.0,Unknown,,,Dwarka Khosla,Indurani,Rose,Unknown,5.564666666666668
Mr. Yamraj,2004.0,134.0,Drama,,,Rajendra Prasad,Kota Srinivasa Rao,Unknown,Unknown,6.093333333333333
Mrig Trishna,1975.0,134.0,Drama,,,Rajendra Nath Shukla,Rakesh Pandey,Yogeeta Bali,Manisha,6.292094047619049
Mrityu: The Truth,2000.0,134.0,Action,,,Shuchi Arora,Ram Asra,Arun Bakshi,Rakesh Bedi,4.5214833333333395
Mrs & Mr Khurana,2020.0,89.0,"Drama, Thriller",,,Prasadh Inamdar,Sudhir Dalvi,Sharib Hashmi,Satish Kaushik,4.062366666666663
Mrs Undercover,2021.0,134.0,Action,,,Anushree Mehta,Radhika Apte,Rajesh Sharma,Akshay Kapoor,3.934333333333333
Mrs.Chatterjee v/s Norway,1997.0,134.0,Drama,,,Ashima Chibber,Rani Mukerji,Unknown,Unknown,6.251799999999999
Muddaa,2020.0,106.0,Drama,,,Uttar Kumar,Kavita Joshi,Vikas Balian,Usha Devi,7.488500000000005
Muddat Ki Pyaas,1991.0,134.0,Thriller,,,Kalpana,Lalitha,Sudha,Suresh,5.270272727272727
Muddy,2021.0,134.0,"Action, Thriller",,,Pragabhal,Yuvan,Ridhaan Krishna,Suresh Anusha,3.9741666666666657
Mudhal Mudhal Mudhal Varai,2009.0,140.0,Drama,,,Krishnan Seshardi Gomatam,Sricharan,Anuja Iyer,C.P. Satyajit,5.921428571428571
Muflis Ashaq,1932.0,134.0,Unknown,,,J.J. Madan,Khurshid Begum,Mukhtar Begum,Unknown,4.841473809523809
Mughal Road,1997.0,134.0,Unknown,,,Unknown,Unknown,Unknown,Unknown,4.969000000000005
Mughalsarai Junction,2020.0,134.0,Biography,,,Ashish Kumar Kashyap,Sujata Choudhary,Anup Jalota,Mohit Kanoujia,4.252833333333333
Muhabbat Ki Hai Humne,1989.0,134.0,Romance,,,Padma Khanna,Arvind Kumar,Shreeram Lagoo,Sanjiv Luthra,4.805249999999999
Mujhe Gale Laga Lo,1995.0,134.0,Romance,,,Ashok Khanna,Rita Bhaduri,Birbal,Roopadevi,4.899400000000003
Mujhe Jeene Do,2014.0,51.0,Family,,,Sahoj Parashar,Harshit Parashar,Maanvi Bharadwaj,Unknown,6.429999999999994
Mujhe Jeene Do,2005.0,134.0,Action,,,Sai Kumar,Rami Reddy,Kasi Vishwanath,Unknown,5.102338095238097
Mujhe Kasam Hai,1985.0,118.0,"Action, Drama",,,Subhash Sharma,Bharat Bhushan,Mazhar Khan,Mukesh Khanna,5.651000000000002
Mujhe Seene Se Laga Lo,1969.0,134.0,Unknown,,,Datta Dharmadhikari,Ved Bhushan,Uma Khosla,Agha Pal,6.329999999999996
Mujhe Shakti Do,1984.0,134.0,"Action, Drama, Thriller",,,Sharad Chaudhary,Madhavi,Vinod Mehra,Suresh Oberoi,6.632646825396834
Mujhko Teri Kasam,1999.0,134.0,Romance,,,Unknown,Unknown,Unknown,Unknown,5.237000000000006
Mujrim,1944.0,134.0,Unknown,,,Nitin Bose,Leela Desai,Motilal,Lala Yaqoob,5.486878571428576
Mujrim Kaun Khooni Kaun,1965.0,134.0,Thriller,,,Bela Bose,Paidi Jairaj,Shyam Kumar,D.K. Sapru,6.293471428571426
Mujrim Ki Talaash,1986.0,134.0,Action,,,Satyanarayana Kaikala,Manjula,Jaya Prada,Unknown,5.142483333333331
Mukti,1960.0,134.0,Drama,,,Nalini Jaywant,Anant Kumar,Krishna Kumari,Sulochana Latkar,6.2505166666666625
Mukti,1998.0,134.0,Drama,,,Unknown,Unknown,Unknown,Unknown,6.148533333333331
Mukti,1937.0,155.0,Unknown,,,P.C. Barua,P.C. Barua,Kanan Devi,Nawab,6.460999999999997
Mulaqat,1948.0,134.0,Drama,,,Munshi Dil,Naseem Banu,Prem Adib,Mumtaz Ali,7.270633333333333
Mulaquat,1993.0,134.0,Drama,,,Ramanand Yadav,Chandni,Gajendra Chauhan,Yasmin Khan,5.682477597402601
Mulzim,1963.0,120.0,"Crime, Drama",,,Nisar Ahmad Ansari,Nisar Ahmad Ansari,Helen,Pradeep Kumar,6.754999999999998
Mumbai 118,2010.0,134.0,Drama,,,Rajiv S. Ruia,Aditya Raj Kapoor,Unknown,Unknown,6.341116666666667
Mumbai Chakachak,2008.0,134.0,Drama,,,Sanjay Jha,Cyrus Barocha,Mandira Bedi,Rahul Bose,4.714170238095239
Mumbai Dreams,2017.0,134.0,Drama,,,Shivom Yadav,Sheena Lakhani,Sanjeev Pandey,Unknown,4.401133333333335
Mumbai Ka Gunda,2004.0,134.0,Action,,,Devi Prasad,Atul Kulkarni,Aryan Rajesh,Unknown,6.105238095238092
Mumbai Mid-Night,2003.0,134.0,Thriller,,,Anjali Kolhapuri,Raza Murad,Shariq,Unknown,5.873433333333333
Mumbai Shooters,2012.0,134.0,Action,,,Babu Bhatt,Unknown,Unknown,Unknown,5.599999999999998
Mumbaikar,2021.0,134.0,"Action, Drama, Thriller",,,Santosh Sivan,Vikrant Massey,Vijay Sethupathi,Tanya Maniktala,6.043766666666667
Mumbaiyya: The Daring Mumbaikar!,2020.0,124.0,"Action, Drama",,,Arhaan,Rani Agarwal,Rajesh Banik,Rajesh Bonik,3.846000000000002
Mummy Daddy,1963.0,134.0,"Drama, Family",,,Narendra Dev,Ameeta,Jagdish Kanwal,Sudesh Kumar,6.283599999999998
Mumtaz Mahal,1944.0,134.0,"Drama, History",,,Kidar Nath Sharma,Khurshid Begum,Jehanara Kajjan,Madhubala,4.715866666666666
Mumtaz Mahal,1957.0,134.0,Drama,,,Ram Daryani,Paidi Jairaj,Sheila Ramani,Veena,6.603218253968256
Mundu,1983.0,134.0,Drama,,,Subhash Gupta,Mahesh Jain,Veena Mehta,S.M. Zaheer,6.066011904761901
Mungerilal B Tech,2018.0,134.0,"Action, Comedy, Drama",,,Sanoj Mishra,Vikrant Anand,Chandani,Sonam Mishra,6.090000000000001
Muniya,2008.0,51.0,Drama,,,Eliyas Qureshi,Sai Gundewar,Eliyas Qureshi,Zeba Rizvi,5.676500000000001
Munna,1954.0,139.0,Unknown,,,Khwaja Ahmad Abbas,David Abraham,Sulochana Chatterjee,Jagdeep,6.698083333333334
Munna,1969.0,134.0,Unknown,,,Phani Majumdar,Unknown,Unknown,Unknown,5.9809999999999945
Munnibai B.A B.Com,2005.0,134.0,Thriller,,,Kishan Shah,Vishwajeet Soni,Monica Tripathi,Vinod Tripathi,4.5907
Muppathu Vellikkasu,2014.0,150.0,History,,,Kurien Varnassala,Lalu Alex,Saikumar,Unknown,5.207785714285716
Muqabla,1970.0,134.0,Action,,,Hercules,Indira,Azaad Irani,Kamran,5.7911666666666735
Muqabla,2005.0,134.0,Action,,,Linda Arsenio,Gopika,Srikanth,Prithviraj Sukumaran,4.6862714285714295
Muqabla,1941.0,134.0,Drama,,,Jayant Desai,Unknown,Unknown,Unknown,5.754999999999993
Muqable Ki Raat,1978.0,134.0,Musical,,,Bindu,Ranjeet,Unknown,Unknown,5.8909999999999965
Muqaddama,1990.0,134.0,Unknown,,,Madhavi,Unknown,Unknown,Unknown,3.8059999999999974
Muqaddar,1950.0,134.0,Unknown,,,Iftekhar,Nalini Jaywant,Kishore Kumar,Sajjan,6.9963000000000015
Muqaddar Ka Sikandar,2002.0,134.0,Documentary,,,Pankaj Shukla,Sudesh Bhonsle,Prakash Mehra,Unknown,5.849476190476187
Muqaddar Ki Baat,1983.0,134.0,Drama,,,K. Thakur,Neeta Mehta,Deepak Parashar,Rameshwari,5.899455952380948
Muqadma,1946.0,134.0,Crime,,,Gunjlal,Unknown,Unknown,Unknown,6.172333333333334
Murad,1961.0,134.0,Unknown,,,Nari Ghadiali,Chitra,Shah Agha,Master Rajdeep,6.184333333333333
Murdaa Ghar,1999.0,134.0,Horror,,,Kishan Shah,Shakti Kapoor,Jyoti Rana,Anuradha Sawant,3.7630833333333324
Murde,1976.0,134.0,Documentary,,,Saeed Akhtar Mirza,Om Puri,Unknown,Unknown,6.138833333333333
Murde Ki Mout,2000.0,134.0,Horror,,,Dinesh Thakkar,Amit Pachori,Muskan,Vijay Solanki,3.8971119047619056
Murder at Koh E Fiza,1997.0,134.0,"Crime, Thriller",,,Diwakar Naik,Unknown,Unknown,Unknown,6.010999999999997
Murder in Circus,1971.0,134.0,Mystery,,,A. Salaam,Jaymala Adarsh,Ramesh Bhatia,Bela Bose,6.254442857142859
Murder on Highway,1970.0,134.0,Thriller,,,Sayeeda Khan,Sujit Kumar,Sohrab Modi,Unknown,6.518866666666663
Murder on the Road to Kathmandu,2018.0,112.0,Mystery,,,Rupalee Verma,Atul Kulkarni,Rupesh Tillu,Taranjit Kaur,4.695892857142859
Murderer,1935.0,134.0,Unknown,,,Patience Cooper,Gul Hamid,Indubala,Mazhar Khan,5.806433333333336
Musafir,1997.0,134.0,Thriller,,,Shiva Dagar,Unknown,Unknown,Unknown,5.7360000000000015
Musafir,1997.0,134.0,Thriller,,,Shiva Dagar,Unknown,Unknown,Unknown,5.7360000000000015
Musafir,1940.0,134.0,Unknown,,,Chaturbhuj Doshi,Noor Mohammad Charlie,Khurshid Begum,Vasanti,6.873116666666667
Musafir Khana,1955.0,134.0,"Drama, Family",,,M. Sadiq,Om Prakash,Karan Dewan,Jayant,6.465688095238092
Mushkilon ke bavjood,2009.0,134.0,Drama,,,Lavlin Thadani,Unknown,Unknown,Unknown,6.229000000000002
Music Garage,2018.0,134.0,Reality-TV,,,Unknown,Unknown,Unknown,Unknown,7.497833333333335
Music Meri Jaan,2016.0,140.0,Musical,,,Tanuja Shankar Khan,Piyush Mishra,Paintal,Shivansu Sachan,4.3770000000000024
Music School,1997.0,134.0,Musical,,,Paparao Biyyala,Prakash Raj,Suhasini Mulay,Vinay Varma,4.942
Muskurahat,1943.0,134.0,Unknown,,,Ram Kamlani,Dwarka Khosla,Vedi,Gope,6.108609523809527
Mutthi Bhar Chawal,1975.0,134.0,Unknown,,,Surendra Shailaj,Mallika Sarabhai,Rakesh Pandey,Jayshree T.,6.778166666666667
Mutthi Bhar Sapne,2013.0,134.0,"Drama, Musical",,,Suman Maitra,Seerat Alam,Daya Shankar Pandey,Ashutosh Rana,4.551928571428572
My Daddy Strongest,2006.0,134.0,Comedy,,,Rahul Kapoor,Kumar Gaurav,Bhairavi Goswami,Tanny Jones,4.694209090909089
My Dear Munna Bhai,2005.0,134.0,Drama,,,Madhavan,Pooja Umashankar,Unknown,Unknown,5.667154761904762
My Dear Nancy,2000.0,134.0,Thriller,,,Unknown,Unknown,Unknown,Unknown,4.619000000000002
My Dear Wife,2018.0,126.0,Drama,,,Chandan Kumar,Aakansha Kadre,Meenal Kapoor,Jagat Rawat,5.092999999999997
My Dreams,1975.0,134.0,Documentary,,,Ismat Chughtai,Unknown,Unknown,Unknown,6.784
My Friend,1974.0,134.0,Action,,,Rehman,Utpal Dutt,Rajeev,Prema Narayan,6.0458000000000025
My Friend Ganesha 4,2020.0,134.0,Comedy,,,Rajiv S. Ruia,Unknown,Unknown,Unknown,8.00118333333333
My Goal football,2021.0,134.0,Drama,,,Shoib Nikash Shah,Azmat Khwaja,Namita Lal,Shoib Nikash Shah,6.822995238095245
My name is raga,1997.0,134.0,Drama,,,Rupesh Paul,Dev Rathee,Raju Kher,Hemant Kapadia,5.265533333333332
My Own City,2011.0,67.0,Documentary,,,Sameera Jain,Unknown,Unknown,Unknown,6.230000000000001
My Pot of Gold,2019.0,57.0,"Comedy, Drama, Family",,,Priyanka Tanwar,Bharati Jaffrey,Sudeepta Singh,Srishti Rindani,5.292666666666669
My Son: Mera Beta,2018.0,134.0,Documentary,,,Shreya Kant,Vikas Kailash,Anita Raghvan,Unknown,5.019333333333333
My Story,1993.0,134.0,Romance,,,Iqbal Channa,Pankaj Berry,Goga Kapoor,Anupam Kher,5.370236111111111
"My Street, My Life",2013.0,88.0,"Drama, Music",,,Jeremy Etienne,Julienne Rathore,Unknown,Unknown,6.844000000000002
My Target IAS,2009.0,134.0,Drama,,,Kewal Singh,Gurpreet Ghuggi,Puneet Issar,Manisha,6.096778571428574
Myakut,2020.0,134.0,Drama,,,Rufy Khan,Rufy Khan,Ashraf Nagoo,Lokesh Kumari Sharma,6.397523809523813
Na Bhoole Hain Na Bhoolenge,1988.0,134.0,Romance,,,Pradeep Kumar,Jamuna,Pradeep Kumar,Chandra Mohan,5.276844444444446
Na Bhuto Na Bhavishyati,2015.0,120.0,Comedy,,,Manish Anjarlekar,Ajay Shankar,Vijay Chavan,Aadil Sharma,5.062000000000001
Na Honewali Baat,1938.0,134.0,Unknown,,,R.N. Vaidya,Protima Dasgupta,Nurjahan,Baburao Pahelwan,5.589583333333334
Naach,1949.0,145.0,Romance,,,Ravindra Dave,Shyam Kumar,Suraiya,Wasti,6.542999999999998
Naach Ghar,1959.0,134.0,Unknown,,,R.S. Tara,Ashok Kumar,Anoop Kumar,Shubha Khote,6.314657142857144
Naag Champa,1958.0,134.0,Unknown,,,Vinod Desai,Manher Desai,Lalita Pawar,Nirupa Roy,6.63632142857143
Naag Champa,1976.0,133.0,Fantasy,,,S.N. Tripathi,Kanan Kaushal,Shahi Kapoor,Padma Khanna,7.054050000000001
Naag Devata,1962.0,134.0,"Adventure, Drama, Fantasy",,,Shantilal Soni,Anjali Devi,Mahipal,Shashikala,5.524116666666663
Naag Devtaa,2004.0,134.0,Thriller,,,Ramesh Bhatkar,Vijay Kadam,Rekha Rao,Unknown,5.9622666666666655
Naag Jyoti,1963.0,134.0,Fantasy,,,Uma Dutt,Anita Guha,Rajan Haksar,Indira,6.396785714285714
Naag Laxmi: The Protector,2001.0,134.0,Fantasy,,,Shiv Krishna,Prema,Unknown,Unknown,4.007999999999999
Naag Lok,1957.0,134.0,Unknown,,,Babubhai Mistry,Ajit,Krishna Kumari,Shahu Modak,6.593823809523805
Naag Lok,1970.0,134.0,Unknown,,,Babubhai Mistry,Unknown,Unknown,Unknown,5.952999999999995
Naag Mandir,1966.0,134.0,Fantasy,,,Shantilal Soni,Vijaya Choudhury,Indira,Mahipal,6.612195238095239
Naag Mani,1987.0,127.0,Thriller,,,P.S. Prakash,Anuradha,Aruna,Jayamalini,5.212999999999999
Naag Mani,2004.0,134.0,Thriller,,,Kishan Shah,Vinod Tripathi,Monica Tripathi,Vishwajeet Soni,5.320833333333337
Naag Mere Saathi,1973.0,134.0,Fantasy,,,Shantilal Soni,Sujit Kumar,Sanjana,Yunus Bihari,6.303583333333331
Naag Mohini,1963.0,134.0,"Drama, Fantasy",,,Shantilal Soni,Mahipal,Vijaya Choudhury,Babloo,6.107439163614162
Naag Nagin,1989.0,134.0,"Action, Fantasy",,,Ramkumar Bohra,Rajni Bala,Firoz Irani,Puneet Issar,4.54799797979798
Naag Padmani,1957.0,134.0,Fantasy,,,Lekhraj Bhakri,Shakila,Mahipal,Hiralal,6.606141272616274
Naag Panchami,1953.0,134.0,"Fantasy, Musical",,,Raman B. Desai,Nirupa Roy,Manher Desai,Durga Khote,6.142666666666664
Naag Pooja,1971.0,134.0,Fantasy,,,Shantilal Soni,Mohan Choti,Indira,Paidi Jairaj,6.254442857142859
Naag Yoni,2001.0,134.0,Thriller,,,S.N. Azhar,Usha Bachani,Rachna Goel,Shraddha Sharma,4.006999999999999
Naaglaxmi,1990.0,134.0,Action,,,Krishna Ghattamaneni,Vijayshanti,Unknown,Unknown,5.587833333333332
Naago Ka Raja,1980.0,134.0,Action,,,Rajasekar,Rati Agnihotri,Chiranjeevi,Madhavi,5.7979964285714285
Naagphani (Cactus),1987.0,134.0,Drama,,,Madhuri,Sudhir Pandey,Lalita Pawar,Mahesh Raaj,5.38201666666667
Naakhoon,2001.0,134.0,Horror,,,Dinesh Thakkar,Abhishek,Chandni Gupta,Unknown,4.322161904761907
Naaku Manasundhe,2018.0,134.0,Unknown,,,Rajasekhar,Unknown,Unknown,Unknown,7.495833333333336
Naalaya Seithi,1992.0,146.0,Drama,,,G.B. Vijay,Vijayan,Amala Akkineni,Prabhu,5.0163333333333355
Naam,2021.0,134.0,Mystery,,,Anees Bazmee,Ajay Devgn,Sameera Reddy,Bhoomika Chawla,6.112133333333335
Naari,1997.0,134.0,Fantasy,,,Dushyant Kapoor,Unknown,Unknown,Unknown,6.010999999999997
Naari,1981.0,134.0,Drama,,,Neeta Mehta,Sarika,Rakesh Roshan,Ravindra Kapoor,7.413199999999997
Naari Ek Khilona,2005.0,134.0,Thriller,,,Hemant Birje,Sanjeevani Gupta,Raza Murad,Prithvi,4.5317
Naasamajh,1986.0,134.0,Action,,,Virendra Sharma,Lalit Arora,Sahila Chaddha,Leena Das,4.824316666666662
Naata,2003.0,45.0,Documentary,,,Anjali Monteiro,Bhau Korde,Unknown,Unknown,6.582999999999999
Naatak,1947.0,134.0,"Drama, Family",,,S.U. Sunny,Shyam Kumar,Suraiya,Amar,6.505200000000001
Naayika: The Heroine,2005.0,134.0,Drama,,,Unknown,Unknown,Unknown,Unknown,5.757316666666667
Naaz,1954.0,134.0,"Adventure, Drama, Romance",,,S.K. Ojha,Nalini Jaywant,Ashok Kumar,Murad,5.8645642857142875
Nabbbeyy,2013.0,134.0,Action,,,Nabh Kumar 'Raju',Arhan Singh,Elena Kazan,Nagesh Bhonsle,5.347833333333332
Nabin Yatra,1953.0,134.0,Unknown,,,Subodh Mitra,Tulsi Chakraborty,Vasant Choudhury,Devbala,6.555066666666668
